,Charity Number,Charity Name,Charity Address,Charity Postcode,Charity Constituency,Phone,Email,Website,Last Recorded Financial Year,Last Recorded Income,Last Recorded Expenditure,Charity Type,How the charity helps,What the charity does,Who the charity helps,Activities,Charity Objects,TH Postcode,Charity Size Band,Size Band,Primary Focus
135,1047068,THE GOOD SHEPHERD MISSION,"The Good Shepherd Mission, 17 Three Colts Lane, LONDON",E2 6JL,Bethnal Green and Stepney,02077393822,info@goodshepherdmission.org.uk,www.goodshepherdmission.org.uk,31/03/2025,186425.0,242070.0,Charitable company,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Religious Activities, Amateur Sport","Children/young People, Other Defined Groups","We are a local Christian charity in Bethnal Green whose services are open to all, irrespective of background or belief.Our activities include: church activities, early years groups, children's and youth work, outreach to vulnerable adults.","(A) THE ADVANCEMENT PROCLAMATION AND FURTHERANCE OF THE CHRISTIAN FAITH IN THE LONDON BOROUGH OF TOWER HAMLETS AND ELSEWHERE IN THE UNITED KINGDOM OR THE WORLD, (B) THE RELIEF OF PERSONS IN CONDITIONS OF POVERTY NEED OR OTHER HARDSHIP OR WHO ARE AGED OR SICK IN THE SAID BOROUGH OR ELSEWHERE IN THE UNITED KINGDOM OR THE WORLD, (C) THE ADVANCEMENT OF CHRISTIAN PUBLIC EDUCATION IN THE SAID BOROUGH OR ELSEWHERE IN THE UNITED KINGDOM OR THE WORLD AND (D) THE UNDERTAKING AND FULFILLING OF SUCH OTHER CHARITABLE PURPOSES FOR THE BENEFIT OF THE COMMUNITY IN THE SAID BOROUGH OR ELSEWHERE IN THE UNITED KINGDOM OR THE WORLD AS THE TRUSTEES SHALL DETERMINE",True,Medium,No Filing,Amateur Sport
136,1047970,TOWER HAMLETS DEAF CHILDRENS SOCIETY,"22 Abbott Road, LONDON",E14 0GD,Poplar and Limehouse,07572580868,towerhamlets@ndcsgroup.org.uk,www.facebook.com/THDCS,30/04/2024,6000.0,6000.0,Other,Provides Advocacy/advice/information,"Education/training, Disability, Amateur Sport","Children/young People, People With Disabilities","To empower the Deaf children of Tower Hamlets and their families. We believe Deaf children should be valued by society and given the same opportunities as any other child.We are a support network, who strives to support Deaf children, young people and their families. We offer help to parents who may feel isolated within the community","TO FURTHER IN ANY WAY ALLOWED BY LAW THE EDUCATION AND RELIEF OF DEAF CHILDREN WITHOUT REGARD TO RACE, RELIGION, CREED, DISABILITY, SEX OR FAMILY CIRCUMSTANCES.",True,Micro,No Filing,Disability
137,1048047,THE ENSIGN YOUTH CLUB,"ENSIGN YOUTH CLUB, WELLCLOSE SQUARE, LONDON",E1 8HY,Bethnal Green and Stepney,02077023340,info@ensign.org.uk,www.ensign.org.uk,31/03/2025,119987.0,56910.0,Charitable company,Provides Human Resources,"Education/training, The Advancement Of Health Or Saving Of Lives, The Prevention Or Relief Of Poverty, Amateur Sport, Economic/community Development/employment","Children/young People, Elderly/old People","After School Club/Senior Youth ClubActivities for young people during Easter, Half Term And Summer holidaysCommunity SessionsEmployment ProjectHealth Project","(A)TO PROVIDE RECREATIONAL FACILITIES FOR YOUNG PEOPLE IN THE LONDON BOROUGH OF TOWER HAMLETS IN THE INTERESTS OF SOCIAL WELFARE WITH THE OBJECT OF IMPROVING THEIR CONDITION IN LIFE. (B)TO HELP AND EDUCATE YOUNG PEOPLE ESPECIALLY, BUT NOT EXCLUSIVELY, THROUGH THEIR LEISURE-TIME ACTIVITIES TO DEVELO[P THEIR PHYSICAL, MENTAL AND SPIRITUAL CAPACITIES SO THAT THEY MAY GROW TO FULL MATURITY AS INDIVIDUALS AND MEMBERS OF SOCIETY.",True,Medium,No Filing,Amateur Sport
138,1050036,WAPPING NOORANI MASJID AND CULTURAL CENTRE,"19 Prusom Street, Wapping, London",E1W 3NW,Poplar and Limehouse,0207 702 1708,nooranimasjid@hotmail.co.uk,Not available,31/03/2025,74240.0,39977.0,Other,"Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Religious Activities, Economic/community Development/employment, Human Rights/religious Or Racial Harmony/equality Or Diversity, Recreation","Children/young People, Elderly/old People, The General Public/mankind","Advancement of Islamic EducationProvision of prayer facilitiesSocial and Leisure ActivitiesCommunity Projects that brings together people from all backgrounds, age, faiths, race together for the betterment of the community.Educational and Training ProgrammesServices for the whole community without any restrictions",1.TO ADVANCE THE ISLAMIC RELIGION BY THE PROVISION OF A MOSQUE. 2.TO ADVANCE EDUCATION IN THE RELIGIOUS TEACHINGS AND CULTURE OF THE ISLAMIC RELIGION.,True,Small,No Filing,Human Rights/religious Or Racial Harmony/equality Or Diversity
139,1050926,BOUNDARY COMMUNITY SCHOOL LIMITED,"BOUNDARY COMMUNITY SCHOOL, 20 CLUB ROW, LONDON",E2 7EY,Bethnal Green and Stepney,02077397678,info@bcs-jobnet.co.uk,www.bcs-jobnet.co.uk,31/03/2025,53900.0,20530.0,Charitable company,"Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, Arts/culture/heritage/science, Amateur Sport, Economic/community Development/employment","Children/young People, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","Boundary Community School provides Study Support and Mother Tongue Language classes, Youth Activities, ICT training, Employment Support, Advice and Guidance for the local community.",(1) TO ADVANCE THE EDUCATION OF CHILDREN OF STATUTORY SCHOOL AGE IN PARTICULAR CHILDREN OF BENGALI ETHNIC ORIGIN BY THE PROVISION OF SUPPLEMENTARY CLASSES IN PARTICULAR BUT NOT EXCLUSIVELY IN THE BENGALI LANGUAGE. (2) TO PROVIDE RECREATIONAL FACILITIES IN THE INTERESTS OF SOCIAL WELFARE WITH THE OBJECT OF IMPROVING CONDITIONS OF LIFE OF PERSONS HAVING NEED OF SUCH FACILITIES BY REASON OF THEIR POVERTY OR SOCIAL AND ECONOMIC CIRCUMSTANCES,True,Small,No Filing,Amateur Sport
140,1051765,COVENTRY CROSS MOSQUE AND ISLAMIC COMMUNITY CENTRE,"Flat 6, Broxbourne House, Empson Street, London",E3 3LJ,Poplar and Limehouse,07958377969,info@coventrycrossmosque.co.uk,Not available,30/06/2024,102421.0,36063.0,Other,"Provides Buildings/facilities/open Space, Provides Services","General Charitable Purposes, Education/training, Religious Activities","Children/young People, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","Coventry Cross Mosque is a charitable organisation providing evening Islamic and moral education for local Muslims as well as daily congregational prayers for adults. It promotes responsible and respectful Islamic values, supporting the spiritual and social well-being of the wider community.",(1)TO ADVANCE THE ISLAMIC RELIGION (11)THE ADVANCEMENT OF THE EDUCATION OF THE GENERAL PUBLIC IN THE MANY FACETS OF THE ISLAMIC CULTURE (111)TO RELIEVE POVERTY HARDSHIP AND DISTRESS.,True,Medium,No Filing,Religious Activities
141,1051845,PATHWAYS TRUST,"THE CRYPT, ST JOHN ON BETHNAL GREEN, 200 CAMBRIDGE HEATH ROAD, LONDON",E2 9PA,Bethnal Green and Stepney,02089806300,pathwaystrust95@gmail.com,www.pathwaystrust.org.uk,31/03/2025,22491.0,34769.0,Trust,"Provides Services, Provides Advocacy/advice/information","Education/training, The Advancement Of Health Or Saving Of Lives","Children/young People, Elderly/old People, People With Disabilities, Other Defined Groups, The General Public/mankind",To provide complementary medicine treatments and advice at affordable rates (sliding scale) to local people at our centre; To provide home visits to local people too ill or frail; Outreach work to local community centres to give talks and treatments,"1.FOR THE RELIEF OF SICKNESS AND THE PRESERVATION AND PROTECTION OF HEALTH IN THE LOCAL COMMUNITY OF TOWER HAMLETS AND NEIGHBOURING BOROUGHS. 2.FOR THE ADVANCEMENT OF EDUCATION BY THE PROVISION OF ADVICE, COUNSELLING AND TRAINING OF STUDENTS IN ACUPUNCTURE, THERAPEUTIC MASSAGE, CHINESE HERBAL MEDICINE, OSTEOPATHY AND REFLEXOLOGY. 3.TO CONDUCT RESEARCH WITH LOCAL GP'S, HOSPITAL DEPARTMENTS AND LOCAL COMMUNITY GROUPS IN THE AREA IN THE USE OF ACUPUNCTURE AND CHINESE HERBAL MEDICINE FOR THE TREATMENT OF SPECIFIC DISEASES AND TO PUBLISH AND DISSEMINATE THE USEFUL RESULTS OF THE RESEARCH FOR THE BENEFIT OF THE GENERAL PUBLIC.",True,Small,No Filing,The Advancement Of Health Or Saving Of Lives
142,1051893,WAPPING BANGLADESH ASSOCIATION,"Wapping Youth Club, 1st Floor, 20 Tench Street, London",E1W 2QD,Poplar and Limehouse,0207 481 9835,wappingba@hotmail.com,www.wappingbangladeshassociation.com,31/03/2025,147032.0,146121.0,Other,"Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, The Prevention Or Relief Of Poverty, Economic/community Development/employment, Recreation","Children/young People, Elderly/old People, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","Welfare Rights and Debt Information, Advice & Guidance Services
Translation and Interpreting Service
Senior Citizens Lunch Club
Older People services
Mother Tongue and Cultural Educational Classes
Employment and Skills Training Programme
Citizenship & Integration Classes
Healthy Living Programme
Study Support and Supplementary Education Programme","(A)TO PROVIDE ADVICE TO THE BANGLADESHI PEOPLE LIVING IN WAPPING WHICH RELIEVES THEIR POVERTY, ADVANCES THEIR EDUCATION OR PRESERVES AND PROTECTS THEIR HEALTH. (B)TO ADVANCE THE EDUCATION OF BANGLADESHI PEOPLE LIVING IN WAPPING, IN PARTICULAR BY THE PROVISION OF MOTHER TONGUE CLASSES, RELIGIOUS STUDIES AND ENGLISH CLASSES. (C)TO PROVIDE RECREATIONAL FACILITIES IN THE INTEREST OF SOCIAL WELFARE TO THE INHABITANTS OF WAPPING IN PARTICULAR BUT NOT EXCLUSIVELY BANGLADESHI PEOPLE IN THE EFFORT TO IMPROVE THE CONDITIONS OF LIFE OF THE SAID INHABITANTS.",True,Medium,No Filing,Recreation
143,1052043,SPITALFIELDS FESTIVAL LIMITED,"QUEEN MARY UNIVERSITY OF LONDON, 327 MILE END ROAD, LONDON",E1 4NS,Bethnal Green and Stepney,07311622393,info@spitalfieldsmusic.org.uk,www.spitalfieldsmusic.org.uk,31/03/2025,328378.0,476565.0,Charitable company,"Provides Services, Other Charitable Activities","General Charitable Purposes, Education/training, Arts/culture/heritage/science","Children/young People, Elderly/old People, People With Disabilities, The General Public/mankind","We are a creative charity in East London. We use music to bring diverse communities together through high-quality performances, an industry leading artist development programme, and award-winning projects in our community.","TO PROMOTE MAINTAIN IMPROVE AND ADVANCE THE EDUCATION OF THE PUBLIC PARTICULARLY BY THE ENCOURAGEMENT OF THE ARTS INCLUDING THE ARTS OF MUSIC, SINGING, DRAMA, BALLET, LITERATURE, SCULPTURE AND PAINTING.",True,Medium,No Filing,Arts/culture/heritage/science
146,1053586,MEDINA MASJID,"248 Westferry Road, London",E14 3AG,Poplar and Limehouse,02075372906,Not available,Not available,31/03/2025,143617.0,58771.0,Other,"Provides Human Resources, Other Charitable Activities","General Charitable Purposes, Education/training, Religious Activities","Children/young People, Elderly/old People, People With Disabilities","Non-profit, non-political organisation which holds congregational prayers and Islamic religious activities at appropriate times and promotes unity and joint action among Muslims and non-Muslims.","TO ADVANCE THE RELIGION OF ISLAM IN PARTICULAR, IN PARTICULAR, BUT NOT EXCLUSIVELY BY ESTABLISHING A MOSQUE IN THE LONDON BOROUGH OF TOWER HAMLETS.",True,Medium,No Filing,Religious Activities
148,1055570,AVEBURY PLAYGROUP,"AVEBURY PLAY GROUP, ROBERTA STREET, LONDON",E2 6AW,Bethnal Green and Stepney,02077397053,avebury.play@btconnect.com,Not available,31/03/2025,58237.0,64916.0,Other,Provides Services,Education/training,Children/young People,We provide a playgroup registered with OFSTED for up to 40 children aged between 2 - 5 years old. The sessions run Monday to Friday during school term times between the hours of 0845 - 1145am and 1215 - 1515pm.,TO ENHANCE THE DEVELOPMENT AND EDUCATION OF CHILDREN UNDER STATUTORY SCHOOL AGE BY ENCOURAGING PARENTS TO UNDERSTAND AND PROVIDE FOR THE NEEDS OF THEIR CHILDREN THROUGH COMMUNITY GROUPS.,True,Small,No Filing,Education/training
149,1056985,SPLASH (SOUTH POPLAR AND LIMEHOUSE),"Flat 7, Willis House, Hale Street, London",E14 0BX,Poplar and Limehouse,02079870257,splashcommunity@outlook.com,www.splashe14.com,31/03/2025,188014.0,155440.0,Charitable company,"Provides Human Resources, Provides Services, Provides Advocacy/advice/information, Acts As An Umbrella Or Resource Body","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Accommodation/housing, Arts/culture/heritage/science, Amateur Sport, Environment/conservation/heritage, Economic/community Development/employment","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind",The charity is engaged in strengthening & promoting community cohesion & involvement in the Blackwall & Limehouse areas of London Borough of Tower Hamlets.,"(A) TO RELIEVE POVERTY AMONGST PERSONS RESIDENT IN THE SOUTH POPLAR AND LIMEHOUSE AREAS OF THE LONDON BOROUGH OF TOWER HAMLETS PARTICULARLY BY THE PROVISION OF ADVICE AND ASSISTANCE IN REGARD TO HOUSING (B) TO EDUCATE FAMILIES IN THE SAID AREA IN BETTER STANDARDS OF CHILD CARE AND PARENTING (C) TO PROMOTE GOOD RACE RELATIONS IN THE SAID SOUTH POPLAR AND LIMEHOUSE AREA BY ENDEAVOURING TO ELIMINATE DISCRIMINATION ON GROUNDS OF RACE AND ENCOURAGING EQUALITY OF OPPORTUNITY BETWEEN PERSONS OF DIFFERENT RACIAL AND CULTURAL BACKGROUND (D) TO PROMOTE THE EDUCATION OF PERSONS IN THE SAID SOUTH POPLAR AND LIMEHOUSE AREA WHO THROUGH THEIR SOCIAL AND ECONOMIC CIRCUMSTANCES, OR DUE TO LACK OF KNOWLEDGE OF THE ENGLISH LANGUAGE, ARE IN NEED AND UNABLE TO GAIN EMPLOYMENT (E) TO PROVIDE FACILITIES FOR RECREATION OR OTHER LEISURE-TIME OCCUPATION TO PERSONS WHO HAVE NEED OF SUCH FACILITIES BY REASON OF THEIR YOUTH, AGE, INFIRMITY OR DISABLEMENT, POVERTYU OR SOCIAL AND ECONOMIC CIRCUMSTANCES",True,Medium,No Filing,Accommodation/housing
150,1057017,THE SHADWELL GARDENS TENANTS AND RESIDENTS ASSOCIATION,"SHADWELL TRA, 129 SHADWELL GARDENS, LONDON",E1 2QL,Bethnal Green and Stepney,02077913288,Shadwelltra@outlook.com,Not available,30/04/2024,18624.0,16301.0,Other,"Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, Amateur Sport","Children/young People, Elderly/old People, People With Disabilities, The General Public/mankind","1. To enhance the education of the community by providing language classes. 2. To provide and maintain facilities for the recreational and other leisure activities for the residents of this neighbourhood. 3. To provide cultural & prayer facilities for the residents. 4. To liaise with local Govt for housing, education & other purposes.","(1) TO ADVANCE THE EDUCATION OF THE PUBLIC BY THE PROVISION OF LANGUAGE CLASSES (20 TO PROVIDE AND MAINTAIN SUCH COMMUNITY MEETING PLACES IN ORDER TO PROVIDE FACILITIES FOR THE RECREATION AND OTHER LEISURE-TIME OCCUPATION OF THE RESIDENTS OF SHADWELL GARDENS AND THE NEIGHBOURHOOD WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE FOR ALL THOSE PERSONS WHO ARE IN NEED OF SUCH FACILITIES BY REASON OF THEIR YOUTH, AGE, INFIRMITY, OR DISABLEMENT, POVERTY OR SOCIAL ECONOMIC CIRCUMSTANCES",True,Small,No Filing,Amateur Sport
152,1057627,SHAHPORAN MASJID AND ISLAMIC CENTRE TRUST,"Mosque, 444 Hackney Road, LONDON",E2 6QL,Bethnal Green and Stepney,02075370975,AMUSTAKIM58@HOTMAIL.COM,Not available,31/03/2025,297028.0,199928.0,Charitable company,Provides Buildings/facilities/open Space,"Education/training, Religious Activities","Children/young People, People Of A Particular Ethnic Or Racial Origin",The trust is established to advacnce Islamic religion and education,"TO ADVANCE THE ISLAMIC RELIGION AND TO ADVANCE THE EDUCATION OF THE PUBLIC IN ALL ASPECTS OF ISLAM (FOR FURTHER DETAILS, SEE CLAUSE 3 OF MEMORANDUM)",True,Medium,No Filing,Religious Activities
153,1057717,THE ISLAND SPORTS TRUST,"99 Thomas More Street, LONDON",E1W 1YD,Poplar and Limehouse,01304853465,info@islandsportstrust.co.uk,www.islandsportstrust.co.uk,31/03/2025,2383.0,233922.0,Charitable company,Provides Services,"Education/training, Amateur Sport, Recreation","Children/young People, People With Disabilities, The General Public/mankind",Public benefit within the Isle of Dogs and adjoining by providing facilities for public recreation or other leisure time occupation,THE COMPANY IS ESTABLISHED FOR THE PUBLIC BENEFIT WITHIN THE ISLE OF DOGS IN THE LONDON BOROUGH OF TOWER HAMLETS AND THE ADJACENT NEIGHBOURHOODS WITH THE OBJECT OF PROVIDING FACILITES FOR PUBLIC RECREATION OR OTHE RLEISURE TIME OCCUPATION IN THE INTERESTS OF SOCIAL WELFARE WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE OF THOSE WHO RESIDE AND WORK IN THE SAID AREA PROVIDED THAT IN FURTHERANCE OF ALL OR ANY OF THE ABOVE OBJECTS THE COMPANY SHALL HAVE THE POWER TO PROMOTE PROVIDE OR ASSIST ACTIVITIES OUTSIDE THE AREA REFERRED TO ABOVE WHERE IT IS OF THE OPINION THAT TO DO SO WILL BENEFIT THE INHABITANTS OF THE SAID AREA.,True,Micro,No Filing,Recreation
154,1057869,ISLAND BWO,"Flat 3, Thorne House, Launch Street, LONDON",E14 3LU,Poplar and Limehouse,02075152488,Islandbwo@gmail.com,Not available,31/12/2024,15720.0,19391.0,Other,"Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information, Other Charitable Activities","General Charitable Purposes, Education/training, Religious Activities, Arts/culture/heritage/science, Amateur Sport, Economic/community Development/employment, Other Charitable Purposes","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies, The General Public/mankind","Youth Development 
Children Supplementary Classes 
Adult Education  
Summer Programme
Advice and Advocacy 
Prayer Centre 
Health and Fitness  
Cultural Activities 
Interfaith Activities and Dialogue
Football
Drugs Awareness 
Women's Project 
Councillor Surgery 
Housing surgery
Consultation","TO PROMOTE FOR THE BENEFIT OF THE INHABITANTS OF THE AREA OF BENEFIT IN PARTICULAR THE BANGLADESHI COMMUNITY RESIDING IN THE ISLE OF DOGS NEIGHBOURHOOD BY ASSOCIATING TOGETHER THE INHABITANTS AND THE LOCAL AUTHORITIES, VOLUNTARY AND OTHER ORGANISATIONS TO ADVANCE EDUCATION AND THE PROVISION OF FACILITIES IN THE INTERESTS OF SOCIAL WELFARE FOR RECREATION AND LEISURE-TIME OCCUPATION WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE OF LOCAL RESIDENTS.",True,Small,No Filing,Other Charitable Purposes
155,1059773,TOWER HAMLETS PARENTS CENTRE,"Tower Hamlets Parents Centre, 1 Links Yard, London",E1 5LX,Bethnal Green and Stepney,02076508936,parentscentre@yahoo.co.uk,www.thpc.org.uk,31/03/2025,138321.0,126574.0,Charitable company,"Provides Services, Provides Advocacy/advice/information, Sponsors Or Undertakes Research","Education/training, Economic/community Development/employment","Children/young People, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","ESOL, Literacy and Numeracy Classes,Representing children in admission appeals, disciplinary and exclusion hearings,Parenting Skills Courses, Saturday and Sunday Homework Clubs,Educational Advice and Information,Summer Holiday Programme,Annual Parents+ö+ç+û Conference,Educational Workshops",(A) THE PROVISION OF ADVICE AND INFORMATION WHICH HELPS PARENTS LIVING IN THE LONDON BOROUGH OF TOWER HAMLETS UNDERSTAND THE EDUCATIONAL NEEDS OF THEIR CHILDREN AND THEREBY ADVANCE THEIR EDUCATION  (B) TO ADVANCE THE EDUCATION OF THE PUBLIC BY THE PROVISION OF TRAINING IN PARENTING SKILLS,True,Medium,No Filing,Economic/community Development/employment
157,1060395,SSBA COMMUNITY TRUST,"The Business Development Centre, 7-15 Greatorex Street, LONDON",E1 5NF,Bethnal Green and Stepney,02072471892,ssbact@ssba.info,www.ssba.info/ssbact,31/03/2025,154180.0,105201.0,Charitable company,"Provides Services, Provides Advocacy/advice/information, Other Charitable Activities","Education/training, Economic/community Development/employment","People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Defined Groups","THE TRUST PROVIDES DEVELOPMENT SUPPORT AND HELP TO SMALL COMMUNITY PROJECTS AND CHARITABLE STATUS THROUGH TWO SPECIFIC TRAINING & ENTERPRISE PROJECTS DEVELOPED BY THE SSBA; POETRY IN WOOD A PROJECT TEACHING WOODWORKING & OTHER SKILLS TO PEOPLE WITH LEARNING DIFFICULTIES & HEBA, A PROJECT TEACHING DISADVANTAGED WOMEN ESOL, SEWING, IT & OTHER LIFE SKILLS.","(A) THE ADVANCEMENT OF THE EDUCATION OF THE PUBLIC; AND (B) THE RELIEF OF FINANCIAL NEED, AND IN PARTICULAR BUT NOT SO AS TO LIMIT THE GENERALITY OF THE FOREGOING (1) THE PROVISION OF EDUCATIONAL, TRAINING AND REHABILITATION FACILITIES FOR PERSONS LIVING OR WORKING IN EAST LONDON AND PARTICULARLY IN THE SPITAFIELDS AREA INCLUDING THOSE WHO ARE MENTALLY OR PHYSICALLY HANDICAPPED OR HAVE LEARNING DIFFICULTIES OF ANY KIND OR THROUGH THEIR SOCIAL OR ECONOMIC CIRCUMSTANCES ARE IN NEED AND ARE UNABLE TO OBTAIN EMPLOYMENT;AND (11) THE EDUCATION AND TRAINING OF WOMEN INCLUDING THOSE IN ETHNIC MINORITY GROUPS IN LANGUAGE AND OTHER SKILLS.",True,Medium,No Filing,Economic/community Development/employment
164,1067950,BENGALI WELFARE AND CULTURAL SOCIETY (REDBRIDGE),"Flat 68, Sleaford House, Fern Street, London",E3 3PZ,Poplar and Limehouse,07855681336,mjlondon@hotmail.co.uk,Not available,31/07/2024,150.0,75.0,Charitable company,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, Overseas Aid/famine Relief, Arts/culture/heritage/science, Amateur Sport, Economic/community Development/employment","Children/young People, Elderly/old People, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","CHARITY OPERATES LONDON AREA,MAINLY REDBRIDGE AREA","THE OBJECT FOR THE SOCIETY IS ESTABLISHED ARE PRINCIPALLY , BUT EXCLUSIVELY FOR THE BENEFIT OF ANY BENGALI WHEREVER IN THE WORLD HE OR SHE MAY BE RESIDING WITH PARTICULAR REFERENCES TO THE BENGALIS LIVING AND WORKING WITHIN AND AROUND THE LONDON BOROUGH OF REDBRIDGE, AND OTHER ADJOINING LONDON BOROUGHS FOR THE PURPOSE OF CARRYING OUT SUCH OF THE FOLLOWING PURPOSES AS ARE CHARITABLE :[1] THE RELIEF OF POVERTY, ISOLATION AND DISTRESS.[2] THE ADVANCEMENT OF EDUCATION OF AND PROVISION OF FINANCIAL ASSASSINATE FOR THEIR EDUCATION AND OF THEIR DEPENDANTS.[3] THE RELIEF OF SICKNESS AND THE PROTECTION OF HEALTH.[4] THE PROVISION OF FACILITIES FOR RECREATION AND OTHER LEISURE OCCUPATION IN THE INTERESTS OF SOCIAL WELFARE WITHIN THE MEANING OF THE RECREATIONAL CHARITIES ACT 1958 AND AS LIMITED IN THAT ACT,[5] HELP THE ELDERLY AND DISADVANTAGED THROUGH PROVISIONS OF AVAILABLE COMMUNITY BASED FACILITIES ; E G CARE SERVICES , NURSING FACILITIES, LUNCHEON / RECREATION AND LEISURE  CLUBS, DAY TRIPS AND OUTGOING , ADVICE ON COMMUNITY HEALTH CARE SERVICE INCLUDING DAY CENTRES GEARED TO THE SPECIAL AND SPECIFIC NEEDS OF THE COMMUNITIES, SHELTERED ACCOMMODATION WITH SPECIFIC CULTURE SENSITIVE NEEDS . PLACES OF WORSHIP , NURSING HOMES .HOSPITALS, PENSIONS AND BENEFITS AND ALL OTHER MATTERS THAT MAY IMPROVE THE QUALITY OF LIFE.[5] HELP THE YOUTH BY PROVIDING ADVICE , INFORMATION AND RESOURCES ON EDUCATION, HEALTH, RECREATION AND OTHER FACILITIES.",True,Micro,No Filing,Overseas Aid/famine Relief
167,1069987,ASIAN MUSLIM CULTURAL ASSOCIATION,"145 SHADWELL PLACE, LONDON",E1 2QB,Bethnal Green and Stepney,02032173048,m.a.shahid@hotmail.com,Not available,31/03/2024,102142.0,46880.0,Other,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, Religious Activities, Economic/community Development/employment, Human Rights/religious Or Racial Harmony/equality Or Diversity, Other Charitable Purposes","Children/young People, Elderly/old People, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind",To provide educational & cultural facilities to the young and adult Muslims of Shadwell and its surroundings. The charity also provide social welfare and worship facilities to the local public.,"(A) TO ADVANCE THE MUSLIM RELIGION. (B) TO ADVANCE THE EDUCATION OF THE PUBLIC IN THE MANY FACETS OF THE ASIAN MUSLIM CULTURE. (C) THE PROVISION OF FACILITIES FOR THE RECREATION AND OTHER LEISURE TIME OCCUPATION WITH THE OBJECT OF IMPROVING THE CONDITION OF LIFE FOR THOSE PERSONS WHO ARE IN NEED OF SUCH FACILITIES BY REASON OF THEIR YOUTH, AGE, INFIRMITY OR DISABLEMENT, POVERTY OR SOCIAL OR ECONOMIC CIRCUMSTANCES. (D) THE RELIEF OF POVERTY BY THE PROVISION OF ADVICE AND INFORMATION CONCERNING HEALTH, HOUSING, RACE RELATIONS, WELFARE RIGHTS, AND OTHER SUCH MATTERS.",True,Medium,No Filing,Human Rights/religious Or Racial Harmony/equality Or Diversity
171,1071838,DOCKLANDS OUTREACH COMPANY LIMITED,"DOCKLANDS OUTREACH, ST MATTHIAS CHURCH, 113 POPLAR HIGH STREET, LONDON",E14 0AE,Poplar and Limehouse,02075381601,info@dockout.org.uk,www.dockout.org.uk,31/03/2025,606626.0,424411.0,Charitable company,"Provides Services, Provides Advocacy/advice/information, Sponsors Or Undertakes Research","Education/training, The Advancement Of Health Or Saving Of Lives, The Prevention Or Relief Of Poverty, Accommodation/housing, Economic/community Development/employment","Children/young People, People Of A Particular Ethnic Or Racial Origin, Other Defined Groups","Docklands Outreach is a health and preventative social inclusion agency providing comprehensive services to young people, children and families. We work with those who are affected by  social, mental or physical issues that can lead to risk of harm by providing therapeutic and practical support.","TO ADVANCE EDUCATION AND PRESERVE AND PROTECT THE HEALTH OF PERSONS IN EAST LONDON AND SURROUNDING AREAS BY THE FREE PROVISION OF ADVICE, CARE, COUNSELLING, DELIVERY OF INFORMATION, MEDICAL ASSISTANCE, SERVICES, TRAINING, EDUCATIONAL, PREVENTATIVE AND HARM MINIMISATION PROGRAMMES IN THE FIELDS OF DRUGS AND DRUG MIS-USE, SEXUAL HEALTH (INCLUDING HUMAN IMMUNODEFICIENCY VIRUS (HIV) AND ACQUIRED IMMUNE DEFICIENCY SYNDROME (AIDS) AND OTHER RELATED SOCIAL, MENTAL OR PHYSICAL ISSUES.",True,Medium,No Filing,Accommodation/housing
173,1072381,VERNON PRE-SCHOOL PLAYGROUP,"St. Stephens Estate Based Office, 29 Vernon Road, LONDON",E3 5HQ,Stratford and Bow,02089817516,vernonplaygroup@btinternet.com,Not available,31/03/2025,215480.0,202860.0,Other,Provides Services,Education/training,Children/young People,We are an ofsted registered playgroup. Providing learning through play for children aged 2 years to 5 years old.,TO ADVANCE THE EDUCATION OF CHILDREN BELOW COMPULSORY SCHOOL AGE IN TOWER HAMLETS.,True,Medium,No Filing,Education/training
