Unnamed: 0_x,Charity Number,Charity Name,Charity Address,Charity Postcode,Charity Constituency,Phone,Email,Website,Last Recorded Financial Year,Last Recorded Income,Last Recorded Expenditure,Charity Type,How the charity helps,What the charity does,Who the charity helps,Activities,Charity Objects,TH Postcode,Charity Size Band,Size Band,Primary Focus,lsoa21,lat,long,Unnamed: 0_y,LSOA code (2021),LSOA name (2021),Local Authority District code (2024),Local Authority District name (2024),Index of Multiple Deprivation (IMD) Score,Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived),Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs),Income Score (rate),Income Rank (where 1 is most deprived),Income Decile (where 1 is most deprived 10% of LSOAs),Employment Score (rate),Employment Rank (where 1 is most deprived),Employment Decile (where 1 is most deprived 10% of LSOAs),"Education, Skills and Training Score","Education, Skills and Training Rank (where 1 is most deprived)","Education, Skills and Training Decile (where 1 is most deprived 10% of LSOAs)",Health Deprivation and Disability Score,Health Deprivation and Disability Rank (where 1 is most deprived),Health Deprivation and Disability Decile (where 1 is most deprived 10% of LSOAs),Crime Score,Crime Rank (where 1 is most deprived),Crime Decile (where 1 is most deprived 10% of LSOAs),Barriers to Housing and Services Score,Barriers to Housing and Services Rank (where 1 is most deprived),Barriers to Housing and Services Decile (where 1 is most deprived 10% of LSOAs),Living Environment Score,Living Environment Rank (where 1 is most deprived),Living Environment Decile (where 1 is most deprived 10% of LSOAs),Income Deprivation Affecting Children Index (IDACI) Score (rate),Income Deprivation Affecting Children Index (IDACI) Rank (where 1 is most deprived),Income Deprivation Affecting Children Index (IDACI) Decile (where 1 is most deprived 10% of LSOAs),Income Deprivation Affecting Older People (IDAOPI) Score (rate),Income Deprivation Affecting Older People (IDAOPI) Rank (where 1 is most deprived),Income Deprivation Affecting Older People (IDAOPI) Decile (where 1 is most deprived 10% of LSOAs),Children and Young People Sub-domain Score,Children and Young People Sub-domain Rank (where 1 is most deprived),Children and Young People Sub-domain Decile (where 1 is most deprived 10% of LSO,Adult Skills Sub-domain Score,Adult Skills Sub-domain Rank (where 1 is most deprived),Adult Skills Sub-domain Decile (where 1 is most deprived 10% of LSOAs),Geographical Barriers Sub-domain Score,Geographical Barriers Sub-domain Rank (where 1 is most deprived),Geographical Barriers Sub-domain Decile (where 1 is most deprived 10% of LSOAs),Wider Barriers Sub-domain Score,Wider Barriers Sub-domain Rank (where 1 is most deprived),Wider Barriers Sub-domain Decile (where 1 is most deprived 10% of LSOAs),Indoors Sub-domain Score,Indoors Sub-domain Rank (where 1 is most deprived),Indoors Sub-domain Decile (where 1 is most deprived 10% of LSOAs),Outdoors Sub-domain Score,Outdoors Sub-domain Rank (where 1 is most deprived),Outdoors Sub-domain Decile (where 1 is most deprived 10% of LSOAs),Total population: mid 2022,Dependent Children aged 0-15: mid 2022,Older population aged 60 and over: mid 2022,Working age population 18-66 (for use with Employment Deprivation Domain): mid 2022
326,1124917,TEVIOT BRITISH BANGLADESHI ASSOCIATION,"181 Teviot Street, LONDON",E14 6PY,Poplar and Limehouse,07483457315,tbba1818@hotmail.com,Not available,31/12/2024,61619.0,49051.0,Other,"Provides Human Resources, Provides Advocacy/advice/information","Education/training, The Prevention Or Relief Of Poverty, Arts/culture/heritage/science, Amateur Sport, Economic/community Development/employment","Children/young People, Elderly/old People, People Of A Particular Ethnic Or Racial Origin","1. To promote Islamic education to the community with the provision of mother tongue
and Arabic Classes for the age between 06 to 16.
2. To the regular activities, the centre provides advisory services to the local community.
3. To run mosque for daily prayers.","FOR THE BENEFIT OF THE INHABITANTS LIVING IN THE LONDON BOROUGH OF TOWER HAMLETS AND IN PARTICULAR MEMBERS OF THE BANGLADESHI COMMUNITY WHO ARE IN HARDSHIP BY
1 RELIEVING POVERTY, SICKNESS AND DISTRESS THROUGH THE PROVISION OF ADVICE AND INFORMATION TO THE SAID INHABITANTS IN NEED OF SUCH ADVICE THAT MAY INCLUDE WELFARE BENEFITS, HEALTH AND EMPLOYMENT AND
2 ADVANCING EDUCATION IN PARTICULAR THE PROVISION OF LANGUAGE AND OTHER SUBJECT CLASSES
3 THE PROVISION OF FACILITIES FOR RECREATION AND LEISURE TIME OCCUPATION IN THE INTEREST OF SOCIAL WELFARE WITH THE OBJECT OF IMPROVING THE CONDITIONS OF LIFE OF THE SAID INHABITANTS HAVING NEED OF FACILITIES BY REASON OF THEIR YOUTH, AGE, INFIRMITY, POVERTY OR SOCIAL AND ECONOMIC CIRCUMSTANCES",True,Small,Dormant,Amateur Sport,E01004248,51.518442,-0.011862,4035.0,E01004248,Tower Hamlets 018C,E09000030,Tower Hamlets,50.906,2206.0,1.0,0.644,471.0,1.0,0.24,4228.0,2.0,28.332,9701.0,3.0,1.389,2170.0,1.0,0.506,9445.0,3.0,35.399,3708.0,2.0,32.045,8284.0,3.0,0.797,908.0,1.0,0.977,18.0,1.0,-0.377,22234.0,7.0,0.369,3949.0,2.0,10.636,32464.0,10.0,5.832,1195.0,1.0,0.095,13890.0,5.0,1.278,2061.0,1.0,1876.0,520.0,117.0,1248.0
328,1125118,MADINATUL ULOOM WELFARE TRUST,"Flat 1, Bicknell House, Ellen Street, London",E1 1NA,Bethnal Green and Stepney,07949872154,shamsul1977@hotmail.co.uk,Not available,03/01/2025,5890.0,4500.0,Other,"Makes Grants To Individuals, Makes Grants To Organisations, Provides Buildings/facilities/open Space","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Religious Activities",Elderly/old People,"Run adult religious education classes for the local communitiesRaise funds for the good causes of the trut -","TO PROMOTE SUCH CHARITABLE PURPOSES AS SHALL BE RECOGNISED AS CHARITABLE UNDER THE LAWS OF ENGLAND AND WALES FOR THE BENEFIT OF THE PUBLIC WHO ARE OF BANGLADESHI ORIGIN AND LIVING IN ENGLAND OR BANGLADESH IN PARTICULAR FOR THE FOLLOWING PURPOSE;
THE ADVANCEMENT OF EDUCATION
THE ADVANCEMENT OF ISLAMIC FAITH.",True,Micro,Dormant,Religious Activities,E01004319,51.512822,-0.065115,4087.0,E01004319,Tower Hamlets 021A,E09000030,Tower Hamlets,35.858,5853.0,2.0,0.499,2558.0,1.0,0.157,10582.0,4.0,19.428,14765.0,5.0,0.284,12416.0,4.0,0.344,11683.0,4.0,43.836,1217.0,1.0,33.965,7367.0,3.0,0.833,620.0,1.0,0.804,168.0,1.0,-1.12,30457.0,10.0,0.328,6547.0,2.0,2.855,33696.0,10.0,7.198,316.0,1.0,-0.451,25317.0,8.0,2.427,41.0,1.0,2540.0,506.0,264.0,1819.0
331,1125577,TANZEEMUS SUNNAH FOUNDATION,"Flat 4, Lister House, Lomas Street, London",E1 5BG,Bethnal Green and Stepney,07930142376,Not available,www.tanzeemussunnah.org,31/03/2024,7653.0,6971.0,Trust,"Makes Grants To Individuals, Provides Other Finance, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Disability, The Prevention Or Relief Of Poverty, Religious Activities","Children/young People, Elderly/old People, People With Disabilities, The General Public/mankind",Providing general education within Bangladeshi community in the UK and Bangladesh.,"TO WORK FOR BETTER PROVISION OF EDUCATION TO THE DISADVANTAGED PEOPLE OF BANGLADESH AND PROVIDE THE MOTHER TONGUE AND CULTURAL EDUCATION TO THE CHILDREN IN THE UNITED KINGDOM.
A TO RELIEVE FINANCIAL HARDSHIP, SICKNESS AND POOR HEALTH AMONGST BANGLADESHI ELDERLY PEOPLE.
B THE RELIEF OF SICKNESS AND THE PRESERVATION OF HEALTH AMONG CITIZENS OF BANGLADESH.
C TO WORK FOR THE ERADICATION  OF POVERTY  THROUGH INTERNATIONAL ASSISTED PROGRAMMERS.",True,Micro,Dormant,Disability,E01004205,51.520609,-0.063459,4002.0,E01004205,Tower Hamlets 013A,E09000030,Tower Hamlets,47.599,2820.0,1.0,0.605,836.0,1.0,0.232,4674.0,2.0,22.416,12797.0,4.0,0.763,6815.0,3.0,0.761,6330.0,2.0,41.219,1786.0,1.0,38.05,5657.0,2.0,0.889,314.0,1.0,0.916,70.0,1.0,-0.97,29297.0,9.0,0.349,5158.0,2.0,3.458,33644.0,10.0,6.768,511.0,1.0,-0.073,17271.0,6.0,2.179,198.0,1.0,2279.0,505.0,219.0,1627.0
332,1126191,HOME SWEET HOME TRUST,"19 Geoff Cade Way, LONDON",E3 4GJ,Poplar and Limehouse,07816688621,syedhussain1964@hotmail.com,Not available,31/03/2025,31771.0,17743.0,Other,"Makes Grants To Individuals, Provides Other Finance, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Overseas Aid/famine Relief, Religious Activities, Economic/community Development/employment","Children/young People, Elderly/old People, The General Public/mankind","To relieve poverty, sickness and distress amongst the poor people and young children including education . Also provide financial help to the poor and needy people specially orphans, widows and disabled.","A)  TO RELIEVE FINANCIAL HARDSHIP, SICKNESS AND POOR HEALTH AMONGST BANGLADESHI CITIZENS.
B)  TO WORK FOR THE ERADICATION OF POVERTY THROUGH INTERNATIONAL ASSISTED PROGRAMMERS.",True,Small,Dormant,Overseas Aid/famine Relief,E01004272,51.51855,-0.026761,4051.0,E01004272,Tower Hamlets 014D,E09000030,Tower Hamlets,41.976,4069.0,2.0,0.575,1219.0,1.0,0.197,6883.0,3.0,23.659,12081.0,4.0,0.666,7797.0,3.0,0.682,7231.0,3.0,39.522,2262.0,1.0,25.386,11881.0,4.0,0.809,803.0,1.0,0.842,127.0,1.0,-0.616,25509.0,8.0,0.346,5318.0,2.0,8.203,32991.0,10.0,6.456,684.0,1.0,-0.267,21427.0,7.0,1.291,2009.0,1.0,2676.0,646.0,195.0,1858.0
337,1127062,CHILDREN EDUCATION GROUP,"HARKNESS HOUSE COMMUNITY CENTRE, 101 CHRISTIAN STREET, LONDON",E1 1RX,Bethnal Green and Stepney,07904954838,ceg3@btinternet.com,www.childreneducationgroup.business.site,31/03/2025,16105.0,7489.0,Other,"Provides Human Resources, Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information, Other Charitable Activities","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Arts/culture/heritage/science, Amateur Sport, Economic/community Development/employment","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","To advance the education and to relieve the financial hardship for the elderly people and provide general welfare services such as Lunch Club, Day Trips, Sports, Study Support, Social functions and community work in the London Borough of Tower Hamlets","= TO ADVANCE THE EDUCATION OF THE PUBLIC LIVING IN WHITECHAPEL WARD, BERNER ESTATE AND THE
SURROUNDING AREAS IN THE LONDON BOROUGH OF TOWER HAMLETS (THE AREA OF BENEFIT), IN PARTICULAR
BUT NOT EXCLUSIVELY THROUGH THE PROVISION OF LANGUAGE CLASSES AND OTHER COMMUNITY EDUCATION
CLASSES.
O TO RELIEVE THE FINANCIAL HARDSHIP, EITHER GENERALLY OR INDIVIDUALLY, OF PERSONS LIVING IN THE AREA
OF BENEFIT, IN PARTICULAR BUT NOT EXCLUSIVELY THROUGH THE PROVISION OF ADVICE ON HEALTH, SOCIAL
SECURITY, HOUSING ISSUES AND OTHER WELFARE ISSUES.
O TO RELIEVE ELDERLY PEOPLE RESIDENT IN THE AREA OF BENEFIT WHO ARE IN NEED, BY PROVIDING ITEMS,
SERVICES OR FACILITIES CALCULATED TO RELIEVE THE NEEDS OF SUCH PERSONS.
O TO FURTHER OR BENEFIT THE RESIDENTS OF WHITECHAPEL WARD, BERNER ESTATE AND THE SURROUNDING
AREAS IN THE LONDON BOROUGH OF TOWER HAMLETS, WITHOUT DISTINCTION OF SEX, SEXUAL ORIENTATION,
RACE OR OF POLITICAL, RELIGIOUS OR OTHER OPINIONS BY ASSOCIATING TOGETHER THE SAID RESIDENTS AND
THE LOCAL AUTHORITIES, VOLUNTARY AND OTHER ORGANISATIONS IN A COMMON EFFORT TO ADVANCE
EDUCATION AND TO PROVIDE FACILITIES IN THE INTERESTS OF SOCIAL WELFARE FOR RECREATION LEISURE TIME
OCCUPATION WITH THE OBJECTIVE OF IMPROVING THE CONDITIONS OF LIFE FOR THE RESIDENTS.
= IN FURTHERANCE OF THESE OBJECTS BUT NOT OTHERWISE, THE TRUSTEES SHALL HAVE POWER:
TO ESTABLISH OR SECURE THE ESTABLISHMENT OF A COMMUNITY CENTRE AND TO MAINTAIN OR MANAGE
OR CO-OPERATE WITH ANY STATUTORY AUTHORITY IN THE MAINTENANCE AND MANAGEMENT OF SUCH A
CENTRE FOR ACTIVITIES PROMOTED BY THE CHARITY IN FURTHERANCE OF THE ABOVE OBJECTS.",True,Small,Dormant,Amateur Sport,E01004319,51.513394,-0.06437,4087.0,E01004319,Tower Hamlets 021A,E09000030,Tower Hamlets,35.858,5853.0,2.0,0.499,2558.0,1.0,0.157,10582.0,4.0,19.428,14765.0,5.0,0.284,12416.0,4.0,0.344,11683.0,4.0,43.836,1217.0,1.0,33.965,7367.0,3.0,0.833,620.0,1.0,0.804,168.0,1.0,-1.12,30457.0,10.0,0.328,6547.0,2.0,2.855,33696.0,10.0,7.198,316.0,1.0,-0.451,25317.0,8.0,2.427,41.0,1.0,2540.0,506.0,264.0,1819.0
338,1127300,VOLUNTEER CENTRE TOWER HAMLETS,"NORVIN HOUSE, 45-55 COMMERCIAL STREET, LONDON",E1 6BD,Bethnal Green and Stepney,07595 219603,info@vcth.org.uk,www.vcth.org.uk,30/09/2024,213517.0,186500.0,Charitable company,"Provides Human Resources, Provides Services, Provides Advocacy/advice/information, Acts As An Umbrella Or Resource Body","Education/training, The Prevention Or Relief Of Poverty, Economic/community Development/employment, Other Charitable Purposes","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies, Other Defined Groups, The General Public/mankind","Volunteer Centre Tower Hamlets (VCTH) is the Volunteer Infrastructure Organisation for the London Borough of Tower Hamlets.  Our mission is to provide a comprehensive volunteering infrastructure service to non-profit groups and communities in Tower Hamlets, so that we increase the quality, quantity and impact of volunteering in the borough.","1)  THE PROMOTION OF ANY CHARITABLE PURPOSE FOR THE BENEFIT OF THE COMMUNITY OF TOWER HAMLETS, GREATER LONDON, IN PARTICULAR THE RELIEF OF THOSE IN NEED BY REASON OF YOUTH, AGE, ILL-HEALTH, DISABILITY OR OTHER SOCIAL OR ECONOMIC DISADVANTAGE.
2)  THE PROMOTION AND ADVANCEMENT OF VOLUNTARY WORK FOR CHARITABLE PURPOSES FOR THE BENEFIT OF THE COMMUNITY, PREDOMINANTLY IN THE LONDON BOROUGH OF TOWER HAMLETS BUT ADDITIONALLY PROMOTION AND ADVANCEMENT OF VOLUNTARY WORK SUB-REGIONALLY AND NATIONALLY.",True,Medium,Dormant,Other Charitable Purposes,E01004310,51.517736,-0.074088,4081.0,E01004310,Tower Hamlets 015E,E09000030,Tower Hamlets,33.152,6873.0,3.0,0.391,5642.0,2.0,0.158,10492.0,4.0,11.459,21316.0,7.0,0.703,7392.0,3.0,0.742,6534.0,2.0,35.468,3676.0,2.0,43.119,3917.0,2.0,0.715,2061.0,1.0,0.989,4.0,1.0,-0.779,27410.0,9.0,0.238,15061.0,5.0,1.543,33752.0,10.0,5.903,1124.0,1.0,0.071,14346.0,5.0,2.486,26.0,1.0,2119.0,320.0,164.0,1691.0
340,1127652,THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF CHRIST CHURCH WITH ALL SAINTS SPITALFIELDS,"Christ Church Spitalfields, Fournier Street, LONDON",E1 6QE,Bethnal Green and Stepney,02073772440,hello@ccspits.org,www.ccspits.org,31/12/2024,534856.0,526735.0,Previously excepted,"Makes Grants To Organisations, Provides Buildings/facilities/open Space, Provides Services",Religious Activities,The General Public/mankind,"Regular public worship open to all. The provision of a sacred space for personal prayer and contemplation. pastoral work, including visiting the sick and the bereaved. Teaching of Christianity through sermons, courses and small groups. taking of religious assemblies in Christ Church School. The provision of youth and community work with a Christian ethos. Promotion of Christianity.",Promoting in the ecclesiastical parish the whole mission of the Church.,True,Medium,Dormant,Religious Activities,E01004306,51.519346,-0.072997,4077.0,E01004306,Tower Hamlets 015A,E09000030,Tower Hamlets,36.117,5760.0,2.0,0.387,5779.0,2.0,0.19,7476.0,3.0,15.221,17960.0,6.0,0.546,9106.0,3.0,0.73,6662.0,2.0,38.717,2518.0,1.0,48.653,2506.0,1.0,0.57,5626.0,2.0,0.583,1307.0,1.0,-0.348,21744.0,7.0,0.251,13590.0,5.0,2.072,33743.0,10.0,6.372,739.0,1.0,0.378,9252.0,3.0,2.266,120.0,1.0,1926.0,302.0,204.0,1448.0
343,1128579,BANGLADESHI MENTAL HEALTH FORUM,"Unit S-7, The Whitechapel Centre, 85 Myrdle Street",E1 1HL,Bethnal Green and Stepney,07716078840,info@bangladeshimentalhealth.org,www.bangladeshimentalhealth.org,31/03/2025,14400.0,12005.0,Charitable company,"Provides Advocacy/advice/information, Acts As An Umbrella Or Resource Body","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Economic/community Development/employment",People Of A Particular Ethnic Or Racial Origin,"The BMHF prides itself on being a grassroots organisation that aims to raise awareness of mental health and support people on a local level. Our current work involves organising local mental health awareness raising event/workshops, supporting people by organising local activities (social/educational) and one to one support.","3.1 THE RELIEF OF SICKNESS AND THE PRESERVATION AND PROTECTION OF GOOD HEALTH OF
BANGLADESHI PEOPLE LIVING IN LONDON WHO HAVE MENTAL HEALTH PROBLEMS, THEIR CARERS
AND FAMILIES, IN PARTICULAR BUT NOT EXCLUSIVELY, BY THE PROVISION OF ADVOCACY,
WORKING IN PARTNERSHIP WITH SERVICE PROVIDERS, GROUPS, PERSONS, LOCALLY AND
INTERNATIONALLY AND BY ORGANISING SEMINARS, CONFERENCES, RESEARCH AND THE
PUBLICATION AND CIRCULATION OF INFORMATION.
3.2 THE ADVANCEMENT OF EDUCATION OF BANGLADESHI MENTAL HEALTH WORKERS AND
OTHER MENTAL HEALTH WORKERS WHO PROVIDE A SERVICE TO THE BANGLADESHI COMMUNITY.",True,Small,Dormant,The Advancement Of Health Or Saving Of Lives,E01035686,51.515464,-0.063331,33679.0,E01035686,Tower Hamlets 021G,E09000030,Tower Hamlets,32.731,7069.0,3.0,0.421,4654.0,2.0,0.121,15094.0,5.0,15.636,17613.0,6.0,0.329,11821.0,4.0,0.792,5977.0,2.0,39.48,2278.0,1.0,44.652,3478.0,2.0,0.901,276.0,1.0,0.981,16.0,1.0,-0.251,20188.0,6.0,0.246,14113.0,5.0,1.739,33751.0,10.0,6.486,663.0,1.0,0.213,11784.0,4.0,2.227,142.0,1.0,1892.0,252.0,49.0,1579.0
344,1129273,ST LUCIA DIABETES PROJECT (UK),"223 BOW ROAD, LONDON",E3 2SJ,Stratford and Bow,02086794192,stldiabetes@aol.co.uk,www.stluciadiabetes.org,28/04/2024,2292.0,4117.0,Other,"Makes Grants To Individuals, Makes Grants To Organisations, Provides Services, Acts As An Umbrella Or Resource Body, Other Charitable Activities","General Charitable Purposes, Education/training, The Advancement Of Health Or Saving Of Lives, Other Charitable Purposes","Children/young People, Elderly/old People, People With Disabilities, People Of A Particular Ethnic Or Racial Origin, Other Charities Or Voluntary Bodies, The General Public/mankind","Run training sessions and conferences for  health care professionals in St Lucia Hold diabetes, leg ulcer and foot clinics .Hold public workshops Distribute to institutions in St. Lucia instruments and medical supplies.  Apply for Commonwealth Scholarships for St Lucian doctors and nurses to study in the UK..","TO PROMOTE THE HEALTH AND WELL-BEING OF DIABETES SUFFERERS AND THEIR FAMILIES IN ST LUCIA AND THE WIDER CARIBBEAN.

TO PROMOTE HEALTH EDUCATION AND IMPROVED UNDERSTANDING OF INTERNATIONAL HEALTH ISSUES AMONG THE GENERAL PUBLIC AND LUCIANS AND THEIR DESCENDANTS LIVING IN THE UK.",True,Micro,Dormant,Other Charitable Purposes,E01032764,51.529189,-0.01667,31072.0,E01032764,Tower Hamlets 004E,E09000030,Tower Hamlets,26.645,10087.0,3.0,0.341,7604.0,3.0,0.137,12850.0,4.0,11.275,21504.0,7.0,0.605,8477.0,3.0,0.9,4992.0,2.0,23.179,12959.0,4.0,30.739,8896.0,3.0,0.649,3442.0,2.0,0.771,243.0,1.0,0.146,14329.0,5.0,0.136,29261.0,9.0,11.499,32259.0,10.0,3.708,4324.0,2.0,-0.472,25738.0,8.0,2.068,300.0,1.0,2611.0,356.0,120.0,2146.0
347,1129378,OCEAN YOUTH CONNEXIONS,"Ocean Youth Connexions, Tower Hamlets Community Transport, 27 Newell Street, LONDON",E14 7HP,Poplar and Limehouse,07445143918,oceanyc@hotmail.co.uk,https://oceanyc.org/,30/09/2024,281393.0,193371.0,Charitable company,"Provides Services, Provides Advocacy/advice/information","General Charitable Purposes, Education/training, The Prevention Or Relief Of Poverty, Amateur Sport, Economic/community Development/employment, Recreation, Other Charitable Purposes","Children/young People, Elderly/old People, The General Public/mankind","Ocean Youth Connexions has been providing various youth and community activities since 2002, within the London Borough of Tower Hamlets. These have range from youth club sessions, parents and children's evenings, football training, Taekwando, homework clubs, cycle proficiency training and employment support workshops. The organisation also delivers various holiday programmes targeting families.","TO ACT AS A RESOURCE FOR YOUNG PEOPLE UP TO THE AGE OF 25 LIVING IN TOWER HAMLETS BY PROVIDING ADVICE AND ASSISTANCE AND ORGANISING PROGRAMMES OF PHYSICAL, EDUCATIONAL AND OTHER ACTIVITIES AS A MEANS OF:
A) ADVANCING IN LIFE AND HELPING YOUNG PEOPLE BY DEVELOPING THEIR SKILLS, CAPACITIES AND CAPABILITIES TO ENABLE THEM TO PARTICIPATE IN SOCIETY AS INDEPENDENT, MATURE AND RESPONSIBLE INDIVIDUALS:
B) ADVANCING EDUCATION:
C) RELIEVING UNEMPLOYMENT:
D) PROVIDING RECREATIONAL AND LEISURE TIME ACTIVITY IN THE INTERESTS OF SOCIAL WELFARE FOR PEOPLE LIVING IN THE AREA OF BENEFIT WHO HAVE NEED BY REASON OF THEIR YOUTH, AGE, INFIRMITY OR DISABILITY, POVERTY OR SOCIAL AND ECONOMIC CIRCUMSTANCES WITH A VIEW TO IMPROVING THE CONDITIONS OF LIFE OF SUCH PERSONS.",True,Medium,Dormant,Other Charitable Purposes,E01035691,51.511522,-0.031331,33684.0,E01035691,Tower Hamlets 023F,E09000030,Tower Hamlets,14.365,20009.0,6.0,0.182,17017.0,6.0,0.054,29660.0,9.0,9.59,23113.0,7.0,-0.444,22980.0,7.0,0.502,9515.0,3.0,27.315,8658.0,3.0,27.615,10585.0,4.0,0.527,7057.0,3.0,0.264,9694.0,3.0,0.034,15933.0,5.0,0.123,30580.0,10.0,8.887,32853.0,10.0,4.559,2825.0,1.0,-0.536,26980.0,8.0,1.832,605.0,1.0,1982.0,255.0,67.0,1670.0
350,1130260,POPLAR CENTRAL MOSQUE,"POPLAR CENTRAL MOSQUE, 253 EAST INDIA DOCK ROAD, LONDON",E14 0EG,Poplar and Limehouse,02075360726,INFO@RAHMANANDCO.COM,Not available,31/03/2025,115798.0,84657.0,Other,"Provides Buildings/facilities/open Space, Provides Services, Provides Advocacy/advice/information","Education/training, Religious Activities, Economic/community Development/employment","Children/young People, People Of A Particular Ethnic Or Racial Origin, The General Public/mankind","The premise is used as a place of worship, education and social welfare aims and objectives in accordance with the planning permission granted by the local authority.","TO ADVANCE THE ISLAMIC FAITH, IN PARTICULAR BY PROVIDING A MOSQUE FOR WORSHIP
AND EDUCATION ACTIVITIES.",True,Medium,Dormant,Religious Activities,E01004247,51.511549,-0.010015,4034.0,E01004247,Tower Hamlets 020C,E09000030,Tower Hamlets,43.751,3648.0,2.0,0.568,1329.0,1.0,0.209,6064.0,2.0,27.262,10238.0,4.0,0.839,6064.0,2.0,0.866,5258.0,2.0,35.74,3571.0,2.0,29.708,9430.0,3.0,0.811,785.0,1.0,0.638,810.0,1.0,-0.289,20793.0,7.0,0.356,4704.0,2.0,7.649,33101.0,10.0,5.905,1117.0,1.0,-0.295,22029.0,7.0,1.728,788.0,1.0,2695.0,649.0,238.0,1830.0
351,1130764,"THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF CHRIST AND ST JOHN WITH ST LUKE, ISLE OF DOGS","CHRIST CHURCH VICARAGE, MANCHESTER ROAD, LONDON",E14 3BN,Poplar and Limehouse,02075381766,tom.pyke@parishiod.org.uk,www.parishiod.org.uk,31/12/2024,164572.0,151698.0,Previously excepted,"Makes Grants To Organisations, Provides Buildings/facilities/open Space, Provides Services",Religious Activities,The General Public/mankind,"Regular public worship open to all.Pastoral work, including visiting the sick and bereaved.Taking of religious assemblies in schools.",Promoting in the ecclesiastical parish the whole mission of the Church.,True,Medium,Dormant,Religious Activities,E01004217,51.489292,-0.006318,4011.0,E01004217,Tower Hamlets 030C,E09000030,Tower Hamlets,26.389,10251.0,4.0,0.293,9914.0,3.0,0.137,12878.0,4.0,16.129,17214.0,6.0,0.127,14542.0,5.0,0.921,4781.0,2.0,37.13,3064.0,1.0,21.615,14161.0,5.0,0.427,10842.0,4.0,0.418,4257.0,2.0,-0.191,19317.0,6.0,0.246,14117.0,5.0,11.91,32149.0,10.0,6.086,980.0,1.0,-0.43,24883.0,8.0,1.151,2564.0,1.0,2219.0,407.0,356.0,1538.0
353,1130902,"THE PAROCHIAL CHURCH COUNCIL OF THE ECCLESIASTICAL PARISH OF ST MARY AND HOLY TRINITY, BOW (WITH BROMLEY SAINT LEONARD)","St. Marys &amp; Holy Trinity Church, 230 Bow Road, LONDON",E3 3AH,Stratford and Bow,07908 416 052,hello@bow.church,https://www.bow.church/,31/12/2024,138196.0,182299.0,Previously excepted,Provides Buildings/facilities/open Space,Religious Activities,The General Public/mankind,"Our primary objective is the promotion of the Gospel of our Lord Jesus Christ according to the doctrines and practices of the Church of England. We work to promote the whole mission of the Church: pastoral; evangelistic; social and ecumenical. Our historic church building, which has been a landmark in Bow for 700 years, is a sign of the central place of Christian faith in the community.",Promoting in the ecclesiastical parish the whole mission of the Church.,True,Medium,Dormant,Religious Activities,E01004237,51.528165,-0.018315,4027.0,E01004237,Tower Hamlets 008C,E09000030,Tower Hamlets,38.261,5076.0,2.0,0.544,1688.0,1.0,0.184,7919.0,3.0,16.399,16998.0,6.0,0.694,7507.0,3.0,0.776,6159.0,2.0,31.332,5786.0,2.0,31.168,8710.0,3.0,0.791,962.0,1.0,0.532,1973.0,1.0,0.101,14956.0,5.0,0.217,17807.0,6.0,8.502,32926.0,10.0,5.222,1857.0,1.0,-0.389,24056.0,8.0,1.994,372.0,1.0,1602.0,404.0,128.0,1087.0
354,1131128,GATEHOUSE PARENTS ASSOCIATION,"Gatehouse Parents Association, Gatehouse School, Sewardstone Road, LONDON",E2 9JG,Bethnal Green and Stepney,07825395123,gpagpaGT@gmail.com,www.gatehouseschool.co.uk,01/09/2022,16271.0,5637.0,Other,Provides Other Finance,"General Charitable Purposes, Education/training, Amateur Sport",Children/young People,"Organise fundraising activities including a Summer fair and various other activities during the year for the benefit of the parents and pupils at the school.Apply funds raised for the purchase of items that benefit children at the school but which the school is unable to provide.","To advance the education of pupils in the School in particular by:Developing effective relationships between the staff parents and others associated with the school;Engaging in activities or providing facilities or equipment which support the School and advance the education of the pupils.",True,Small,Dormant,Amateur Sport,E01004201,51.532416,-0.046059,3998.0,E01004201,Tower Hamlets 002D,E09000030,Tower Hamlets,25.579,10737.0,4.0,0.357,6918.0,3.0,0.135,13211.0,4.0,9.806,22876.0,7.0,0.179,13813.0,5.0,0.253,13009.0,4.0,32.414,5162.0,2.0,33.559,7561.0,3.0,0.607,4523.0,2.0,0.425,4084.0,2.0,-0.616,25501.0,8.0,0.21,18775.0,6.0,7.507,33128.0,10.0,5.42,1638.0,1.0,-0.153,18983.0,6.0,1.864,547.0,1.0,1673.0,277.0,255.0,1243.0
